Date,Open,High,Low,Sentiment,Close
8/15/2018,6221.419922,6588.490234,6221.419922,24,6308.52002
8/16/2018,6294.22998,6473.5,6276.410156,27,6334.72998
8/17/2018,6340.910156,6582.5,6324.970215,26,6580.629883
8/18/2018,6583.430176,6617.350098,6353.72998,19,6423.759766
8/19/2018,6422.569824,6537.97998,6361.549805,21,6506.069824
8/20/2018,6500.509766,6536.919922,6297.930176,18,6308.529785
8/21/2018,6301.069824,6500.870117,6298.240234,19,6488.759766
8/22/2018,6486.25,6816.790039,6310.109863,22,6376.709961
8/23/2018,6371.339844,6546.540039,6371.339844,19,6534.879883
8/24/2018,6551.52002,6719.959961,6498.640137,18,6719.959961
8/25/2018,6719.950195,6789.629883,6700.959961,19,6763.189941
8/26/2018,6754.640137,6774.75,6620.75,19,6707.259766
8/27/2018,6710.799805,6884.640137,6689.709961,22,6884.640137
8/28/2018,6891.080078,7109.560059,6882.339844,17,7096.279785
8/29/2018,7091.709961,7113.299805,6970.819824,21,7047.160156
8/30/2018,7043.759766,7072.689941,6834.689941,18,6978.22998
8/31/2018,6973.970215,7057.169922,6920.160156,19,7037.580078
9/1/2018,7044.810059,7242.290039,7038.049805,26,7193.25
9/2/2018,7189.580078,7306.310059,7132.160156,17,7272.720215
9/3/2018,7279.029785,7317.939941,7208.149902,14,7260.060059
9/4/2018,7263,7388.259766,7255.439941,17,7361.660156
9/5/2018,7361.459961,7388.430176,6792.830078,18,6792.830078
9/6/2018,6755.140137,6755.140137,6404.720215,13,6529.169922
9/7/2018,6528.919922,6555.290039,6396.870117,15,6467.069824
9/8/2018,6460.169922,6534.25,6197.52002,18,6225.97998
9/9/2018,6223.379883,6446.259766,6201.220215,14,6300.859863
9/10/2018,6301.569824,6374.97998,6292.759766,20,6329.700195
9/11/2018,6331.879883,6398.919922,6260.209961,23,6321.200195
9/12/2018,6317.009766,6363.870117,6265.089844,24,6351.799805
9/13/2018,6354.240234,6535.410156,6354.240234,28,6517.310059
9/14/2018,6515.410156,6596.100098,6456.169922,25,6512.709961
9/15/2018,6509.399902,6561.720215,6493.549805,21,6543.200195
9/16/2018,6536.680176,6544.330078,6460.100098,24,6517.180176
9/17/2018,6514.060059,6540.209961,6257.52002,24,6281.200195
9/18/2018,6280.910156,6384.180176,6265.709961,31,6371.299805
9/19/2018,6371.850098,6448.459961,6208.339844,35,6398.540039
9/20/2018,6398.850098,6529.259766,6395.950195,38,6519.669922
